"Statewide Allocation Detail"
"August 2019 - August 2023"
"Report Date: 09/28/2023 19:14 PM",
"Municipality","Establishment","License Number","VGT Count","Amount Played","Amount Won","Net Wager","Funds In","Funds Out","Net Terminal Income","NTI Tax","State Share","Municipality Share",
"Melrose Park","Home Run Inn Pizza Express, Inc.","170700874","4","5844086.1600","5254370.8100","589715.3500","2108983.0000","1519267.7500","589715.2500","199543.9900","170058.1700","29485.8200",
"Melrose Park","Hooters of Melrose Park, Inc.","120710852","3","2010855.2800","1857223.7700","153631.5100","623856.0000","470224.7000","153631.3000","51961.9100","44280.3800","7681.5300",
"Melrose Park","HOSS, INC.","120707636","6","12853643.0000","11697886.5700","1155756.4300","4154840.0000","2999071.0400","1155768.9600","390178.6400","332390.1200","57788.5200",
"Melrose Park","Illinois Café & Service Company, LLC","130700232","6","25435929.3000","23163230.4300","2272698.8700","8253930.0000","5981226.9100","2272703.0900","769931.2300","656295.9500","113635.2800",
"Melrose Park","JOHNNIE'S GRILL, INC.","130704556","6","14621542.0700","13279937.9300","1341604.1400","4728223.0000","3386618.8400","1341604.1600","454318.5500","387238.2700","67080.2800",
"Melrose Park","Las Delicias Restaurante Inc. La Cabana","150700130","5","3142296.6200","2844107.5400","298189.0800","1017715.0000","719525.9200","298189.0800","99486.2200","84576.7700","14909.4500",
"Melrose Park","LUCKY DAY GAMING CAFE INC.","170701066","6","34479597.7200","31620066.9300","2859530.7900","11554554.0000","8695021.4400","2859532.5600","969041.7000","826065.0000","142976.7000",
"Melrose Park","LUCKY DINER, INC.","200700315","6","16193213.8400","15037484.5600","1155729.2800","5761154.0000","4605419.6200","1155734.3800","392950.1800","335163.4500","57786.7300",
"Melrose Park","MELROSE DRIVE-IN & TAVERN, INC.","120709068","6","17228386.1500","15590524.3700","1637861.7800","5594872.0000","3957010.2200","1637861.7800","553934.6000","472041.4500","81893.1500",
"Melrose Park","MELROSE FOOD & LIQUOR INC.","190702602","6","5699976.0300","5207642.5600","492333.4700","1956795.0000","1464461.2400","492333.7600","167338.8100","142722.1200","24616.6900",
"Melrose Park","MELROSE TASTY INN INC.","200700543","6","5876687.3900","5357125.5000","519561.8900","2174642.0000","1655052.5900","519589.4100","176660.8300","150681.3100","25979.5200",
"Melrose Park","NIKOLAMARKO FOODS AND LIQUOR, INC.","180703503","6","17760839.1400","16076069.3800","1684769.7600","6606668.0000","4921897.8400","1684770.1600","571292.3200","487053.8400","84238.4800",
"Melrose Park","PJP IL HOLDINGS, CORP.","200700338","6","12529999.0500","11332650.4400","1197348.6100","4957853.0000","3760504.3900","1197348.6100","407099.1800","347231.6600","59867.5200",
"Melrose Park","SANCHEZ BROTHERS CORP.","120707557","6","11994665.7400","10840768.3900","1153897.3500","4115086.0000","2961182.2000","1153903.8000","390775.6600","333080.4900","57695.1700",
"Melrose Park","SAUMYA INC.","210701154","6","9095787.0900","8257092.6900","838694.4000","3120374.0000","2281673.2000","838700.8000","285159.0500","243223.8900","41935.1600",
"Melrose Park","SCUDIERO GROUP, INC.","170700128","3","76089.5400","69813.4800","6276.0600","29493.0000","23216.9400","6276.0600","2071.0400","1757.2300","313.8100",
"Melrose Park","Shelby's - Melrose Crossing, LLC","130704459","5","2941122.8200","2651721.2600","289401.5600","1028117.0000","738706.9200","289410.0800","96686.8000","82216.2800","14470.5200",
"Melrose Park","Shree Melrose Inc","200702875","6","20186468.9800","18304722.2700","1881746.7100","7918366.0000","6036619.2900","1881746.7100","639794.5800","545707.1500","94087.4300",
"Melrose Park","Slap Shot, LLC","160702843","6","28303512.8100","25631390.8900","2672121.9200","10048951.0000","7376796.6400","2672154.3600","904640.4500","771032.6800","133607.7700",
"Melrose Park","Sofia's Gaming Cafe, LLC","220700438","6","9108113.1200","8254275.7800","853837.3400","3454387.0000","2600549.6600","853837.3400","290304.9200","247613.0200","42691.9000",
"Melrose Park","Stella's - Melrose Crossing, LLC","120713010","5","2522357.2500","2278197.1600","244160.0900","853167.0000","609005.8100","244161.1900","80573.1500","68365.0900","12208.0600",
"Melrose Park","Stramag, Inc.","140702308","6","21159724.0100","19363404.0000","1796320.0100","7596995.0000","5800674.9900","1796320.0100","608745.6700","518929.6400","89816.0300",
"Melrose Park","TAVERNA INC.","180700610","6","16237471.5200","14879647.3300","1357824.1900","5076269.0000","3718404.1600","1357864.8400","461316.3900","393423.1100","67893.2800",
"Melrose Park","TERZOLANI GROUP LLC","180701636","6","3062189.0900","2829084.2400","233104.8500","1228423.0000","995317.4000","233105.6000","78194.6500","66539.3800","11655.2700",
"Melrose Park","Vuelve A La Vida Restaurant Inc.","150700432","5","7462367.5400","6776069.5000","686298.0400","2494624.0000","1808325.7100","686298.2900","232112.4400","197797.5300","34314.9100",
"Melvin","ISHWA N PATEL INC.","180701261","5","3870974.5800","3513571.6800","357402.9000","1479480.0000","1122076.8100","357403.1900","120980.5700","103110.3300","17870.2400",
"Menard County","AM PM New Salem Inc.","200702844","6","12019516.8700","11104755.4500","914761.4200","3782600.0000","2867838.5800","914761.4200","311019.4500","265281.2900","45738.1600",
"Menard County","Dean 632, LLC","150701393","5","2693373.7900","2492076.3500","201297.4400","974601.0000","773303.8100","201297.1900","68079.7600","58014.8400","10064.9200",
"Menard County","Hill Prairie Winery, Inc.","190700569","3","215408.0300","200887.0000","14521.0300","84659.0000","70137.9700","14521.0300","4937.3200","4211.2500","726.0700",
"Menard County","PARKSIDE TAVERN, INC.","190700507","4","2453973.9600","2272971.8000","181002.1600","810687.0000","629684.8400","181002.1600","61236.0000","52185.8700","9050.1300",
"Menard County","Prairieland FS, Inc.","160700298","5","2533803.6800","2354089.7500","179713.9300","802468.0000","622754.0700","179713.9300","59704.0200","50718.2900","8985.7300",
"Mendon","MENDON'S DINER & TAP, INC.","120706963","5","4844289.7600","4291971.8700","552317.8900","1514966.0000","962647.2900","552318.7100","187007.0000","159391.0300","27615.9700",
"Mendon","Niemann Foods, Inc.","170700910","5","7399630.1300","6776453.0800","623177.0500","2115358.0000","1492180.8800","623177.1200","210973.0900","179814.1100","31158.9800",
"Mendon","Ronald Koehler","130704885","6","11434294.8300","10521123.2200","913171.6100","3632990.0000","2719781.2500","913208.7500","309535.5100","263875.0600","45660.4500",
"Mendon","THE LAUNDRY CHUTE, LLC","220702853","6","79967.3600","70527.8300","9439.5300","25998.0000","16558.4700","9439.5300","3209.4900","2737.5100","471.9800",
"Mendota","Beck Oil Company of Illinois","201001130","10","38319283.0600","34944790.6400","3374492.4200","11806637.0000","8431958.1300","3374678.8700","1144655.1300","975921.0700","168734.0600",
"Mendota","Becky M. Kenny","120702060","5","717039.1000","640121.7400","76917.3600","245990.0000","169072.6400","76917.3600","25813.1800","21967.3400","3845.8400",
"Mendota","Blerim Zendeli","150701145","5","6525604.4500","5991625.7500","533978.7000","2111471.0000","1577492.3000","533978.7000","180685.4900","153986.5200","26698.9700",
"Mendota","BRINCK, INC.","200701482","3","890523.0600","816932.8300","73590.2300","330843.0000","257252.7700","73590.2300","25020.9800","21341.4100","3679.5700",
"Mendota","C. A. L. M. ENTERPRISE'S LLC","150701311","6","15338166.8900","13956620.9700","1381545.9200","4632719.0000","3251120.6900","1381598.3100","467908.4500","398828.4600","69079.9900",
"Mendota","Carniceria De Lao and Restaurant, Inc.","120708497","4","1975971.8300","1798944.1100","177027.7200","673903.0000","496875.2800","177027.7200","59893.3500","51042.0100","8851.3400",
"Mendota","Chalet of Mendota LLC","210703004","6","1730927.2700","1563517.5400","167409.7300","643219.0000","475806.2700","167412.7300","56920.4700","48549.8200","8370.6500",
"Mendota","DGPN1 INC.","160702731","6","16218417.0100","14939711.8400","1278705.1700","5329749.0000","4051043.8300","1278705.1700","433039.5200","369104.2800","63935.2400",
"Mendota","El Zarape, Inc.","200702956","6","480251.7700","435301.2700","44950.5000","194491.0000","149540.5000","44950.5000","15283.3100","13035.7400","2247.5700",
"Mendota","Eliberto Diaz ","180700401","5","1802928.2700","1669731.4200","133196.8500","611026.0000","477829.1500","133196.8500","44937.4400","38277.5400","6659.9000",
"Mendota","Gofore Hole, LLC","160701536","3","126120.8500","113287.4300","12833.4200","46778.0000","33944.5800","12833.4200","4235.0200","3593.3500","641.6700",
"Mendota","Helene I Caruso","180700189","5","402617.3500","359384.9500","43232.4000","142433.0000","99200.6000","43232.4000","14367.8100","12206.1900","2161.6200",
"Mendota","Ladd Lanes, Inc.","130704277","4","1273715.4900","1162436.1900","111279.3000","344012.0000","232632.7000","111379.3000","37417.9200","31848.8800","5569.0400",
"Mendota","Little Joe's Gaming Cafe LLC","210700883","6","3151990.7900","2865072.2600","286918.5300","1102155.0000","815236.4700","286918.5300","97552.7400","83206.7400","14346.0000",
"Mendota","Main Street Station, Inc.","120706555","3","1615256.7700","1484093.4000","131163.3700","560129.0000","428965.6800","131163.3200","44422.7500","37864.5500","6558.2000",
"Mendota","MENDOTA GROUP INC.","170701760","6","21699137.3100","19715981.6300","1983155.6800","7054256.0000","5071099.8200","1983156.1800","671832.7200","572674.9000","99157.8200",
"Mendota","Mendota Lodge No. 1212, Benevolent and Protective Order of Elks of the USA","120808228","6","6395870.4900","5868943.4900","526927.0000","2228448.0000","1701521.0000","526927.0000","178463.2000","152116.8500","26346.3500",
"Mendota","Mendota Lodge No. 714, Loyal Order of Moose, Inc.","120804040","5","3142700.9800","2879028.4300","263672.5500","1047956.0000","784267.1000","263688.9000","89213.3800","76028.9700","13184.4100",
"Mendota","Mendota Pizza, Inc.","140702077","5","4049275.5700","3705071.2200","344204.3500","1496439.0000","1152234.0500","344204.9500","116470.6000","99260.2900","17210.3100",
"Mendota","OR & Rita LLC","200701938","6","1237997.4000","1118952.6600","119044.7400","455939.0000","336894.2600","119044.7400","40475.5700","34523.2800","5952.2900",
"Mendota","Road Ranger, L.L.C.","121003652","6","18620110.8600","17073518.1200","1546592.7400","5882090.0000","4335477.9100","1546612.0900","523025.0400","445694.3800","77330.6600",
"Mendota","Ron's Easy Corner Inc.","120707925","6","4484949.8000","4067836.1300","417113.6700","1497616.0000","1080502.2300","417113.7700","140532.4100","119676.6600","20855.7500",
"Mendota","Uncle Joe's Gaming Cafe, LLC","180701552","6","13447119.4200","12274877.9700","1172241.4500","4535536.0000","3363272.3700","1172263.6300","397048.4400","338435.1500","58613.2900",
"Mendota","Waterfalls Casual Dining & Cocktails, Inc.","190700117","4","1922620.4100","1746501.5600","176118.8500","515561.0000","339382.9200","176178.0800","59703.2000","50894.2700","8808.9300",
"Mendota","Winny's Place, LLC","200702662","6","3472548.9800","3217911.5200","254637.4600","1202681.0000","948042.5400","254638.4600","86577.4000","73845.4500","12731.9500",
"Menominee","GERALD & KAREN MEYER","120709649","3","1258878.1900","1155919.6600","102958.5300","366814.0000","263855.4700","102958.5300","34871.0100","29723.0700","5147.9400",
"Menominee","THE HILLTOP AT MENOMINEE, LLC","150700114","6","3409740.4500","3092245.6600","317494.7900","1131287.0000","813792.2100","317494.7900","107679.0600","91804.3400","15874.7200",
"Meredosia","Andrew's Mart, Inc.","131004484","6","21230836.3900","19473329.5100","1757506.8800","6791502.0000","5033994.1200","1757507.8800","595650.1600","507774.7200","87875.4400",
"Meredosia","Dosh Inc.","120708335","5","8401536.0100","7716903.7000","684632.3100","2708862.0000","2024216.1900","684645.8100","231886.0600","197653.7200","34232.3400",
"Meredosia","The Approach, Inc.","190702802","5","544291.9600","495219.4200","49072.5400","191150.0000","142077.1800","49072.8200","16608.8300","14155.1600","2453.6700",
"Merrionette Park","APG Enterprises, Inc.","150701973","4","2492935.9600","2273474.3200","219461.6400","857689.0000","638226.4300","219462.5700","74203.8400","63230.7300","10973.1100",
"Merrionette Park","Blackhawk Restaurant Group LLC SPMerrionettePark","140701844","6","51840780.8300","47769745.6400","4071035.1900","17425238.0000","13354155.6300","4071082.3700","1378353.1100","1174799.0000","203554.1100",
"Merrionette Park","JAY BAVAJI 27 INC.,","160703029","6","40473145.1600","36958360.9400","3514784.2200","12747532.0000","9232731.6000","3514800.4000","1189438.0000","1013697.8200","175740.1800",
"Merrionette Park","KEDZIE OIL, INC.","220702038","4","1149066.3200","1048553.2900","100513.0300","418093.0000","317579.9700","100513.0300","34174.5000","29148.8400","5025.6600",
"Merrionette Park","SHREE STAR, INC.","190704135","6","16892395.5400","15315752.5900","1576642.9500","5657011.0000","4080337.0500","1576673.9500","536069.4100","457235.7200","78833.6900",
"Merrionette Park","VPEN, INC.","120705002","6","32371812.2700","29670518.0000","2701294.2700","11393123.0000","8691810.1300","2701312.8700","915717.1000","780651.4000","135065.7000",
"Metamora","DJCN Holdings, LLC","180703392","6","20522533.3300","18847667.9300","1674865.4000","6478641.0000","4803775.6000","1674865.4000","568120.3600","484377.0600","83743.3000",
"Metamora","Hanover's Pub, LLC","190700603","5","4862137.3000","4431254.2200","430883.0800","1696617.0000","1265718.5900","430898.4100","145969.4800","124424.4300","21545.0500",
"Metamora","Sue's Place, Inc.","120705075","6","9706862.7600","8877790.6600","829072.1000","3253481.0000","2424403.9000","829077.1000","280815.6900","239361.7200","41453.9700",
"Metcalf","Beer: 30, LLC","230700647","6","505351.7300","473190.8300","32160.9000","200201.0000","168040.1000","32160.9000","10934.6900","9326.6500","1608.0400",
"Metcalf","Ed Champ Enterprises, LLC","120703002","6","4318833.9100","3957150.9700","361682.9400","1293909.0000","932226.0600","361682.9400","121596.1000","103648.8200","17947.2800",
"Metropolis","Acees, Inc.","121004486","6","77651643.6500","69982882.9900","7668760.6600","21192591.0000","13523794.7500","7668796.2500","2597837.5500","2214397.6500","383439.9000",
"Metropolis","Boo's Burgers and Billiards Company","140702208","6","7657940.9900","7113526.2500","544414.7400","2117026.0000","1572610.9600","544415.0400","184218.7000","156997.9000","27220.8000",
"Metropolis","CMCPM ENTERPRISES INC.","150701827","5","796782.7100","725906.9000","70875.8100","223704.0000","152828.1000","70875.9000","23389.0500","19845.2600","3543.7900",
"Metropolis","DC Management LLC","130701402","3","4955382.2600","4594156.4700","361225.7900","1491461.0000","1130235.1100","361225.8900","122414.0900","104352.7900","18061.3000",
"Metropolis","Dominguez Corporation","180703887","5","3054104.7500","2818020.8800","236083.8700","825179.0000","589095.1600","236083.8400","79998.0700","68193.8400","11804.2300",
"Metropolis","Harshal, Inc.","170702620","5","17476191.1700","16063787.4100","1412403.7600","4785905.0000","3373501.2400","1412403.7600","478665.3900","408045.1500","70620.2400",
"Metropolis","Johnny Stoner","180703929","6","12781338.2500","11780181.7900","1001156.4600","3628195.0000","2627038.6500","1001156.3500","339044.3700","288986.5500","50057.8200",
"Metropolis","KKG4 Inc.","200702987","6","8642611.1800","7981358.4000","661252.7800","2401083.0000","1739828.4700","661254.5300","224826.6300","191763.8900","33062.7400",
"Metropolis","Knapp Oil Co., Inc.","170702614","5","5356775.7600","4930534.6600","426241.1000","1532334.0000","1106092.9000","426241.1000","142377.1500","121065.0900","21312.0600",
"Metropolis","Martin & Bayley, Inc.","150702958","6","31733623.1700","29273128.0600","2460495.1100","8735368.0000","6274521.9300","2460846.0700","834230.1700","711187.8500","123042.3200",
